id,petal_length_cm,petal_width_cm,freshness_days,is_fragrant,species_Lily,species_Orchid,species_Rose,species_Sunflower,species_Tulip,color_Orange,color_Pink,color_Purple,color_Red,color_White,color_Yellow,cluster
-1.546722144520273,-0.4807134437616885,0.3926051118814597,1.5619907701116411,1.0,False,False,True,False,False,False,False,False,False,False,True,0.0
-1.5432580411730832,0.8201845272735703,-1.189216388724217,-1.2967039043240125,1.0,False,False,False,False,True,True,False,False,False,False,False,0.0
-1.5397939378258931,-0.8815306564590386,-1.2936762991415731,-0.7249649694368817,-1.0,False,False,True,False,False,True,False,False,False,False,False,1.0
-1.5363298344787033,-0.1431831593849725,1.8998123907604545,0.1326434328938144,-1.0,False,False,False,True,False,False,False,False,False,True,False,2.0
-1.5328657311315137,-0.2416294923281816,-0.711685369673447,-1.5825733717675778,1.0,False,False,True,False,False,False,True,False,False,False,False,0.0
-1.5294016277843236,0.3701441481046156,0.6761391544428547,-1.5825733717675778,1.0,False,False,True,False,False,False,True,False,False,False,False,2.0
-1.5259375244371338,2.254688235874611,1.243207239565645,1.5619907701116411,-1.0,True,False,False,False,False,True,False,False,False,False,False,2.0
-1.522473421089944,0.3912397908781605,2.287806343739205,-0.7249649694368817,1.0,False,False,False,True,False,False,True,False,False,False,False,2.0
-1.5190093177427542,-0.5440003720823227,-0.2938457280040227,1.5619907701116411,-1.0,False,False,False,True,False,False,False,False,False,False,True,1.0
-1.515545214395564,0.3701441481046156,0.3478365788454503,0.7043823677809452,-1.0,False,False,False,True,False,True,False,False,False,False,False,1.0
-1.5120811110483745,-0.8955944183080682,-0.1893858175866666,1.5619907701116411,-1.0,False,False,True,False,False,False,False,False,False,False,True,1.0
-1.5086170077011845,0.0888689111240195,0.9745960413495864,-0.1532260345497509,-1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.5051529043539946,1.6429145954418147,-0.2192315062773397,-1.2967039043240125,1.0,False,False,False,True,False,False,False,False,False,False,True,2.0
-1.5016888010068048,1.3967987630837926,0.6612163100975184,0.7043823677809452,1.0,False,False,False,True,False,False,True,False,False,False,False,2.0
-1.498224697659615,-0.2416294923281816,-0.1296944402053202,1.5619907701116411,1.0,False,False,False,True,False,False,False,False,True,False,False,0.0
-1.4947605943124251,-0.7127655142706806,1.9893494568324737,1.276121302668076,-1.0,False,False,False,True,False,False,False,False,False,False,True,2.0
-1.491296490965235,-1.3596985593260524,-0.6221483036014274,0.7043823677809452,-1.0,False,False,False,False,True,False,False,False,False,False,True,1.0
-1.4878323876180453,2.4164214971384546,0.4970650222988162,1.5619907701116411,1.0,True,False,False,False,False,False,True,False,False,False,False,2.0
-1.4843682842708554,1.1999060971973747,-0.2490771949680129,-1.2967039043240125,1.0,False,False,False,True,False,True,False,False,False,False,False,2.0
-1.4809041809236656,1.769488452083083,0.3776822675361235,1.5619907701116411,-1.0,True,False,False,False,False,False,False,False,False,False,True,2.0
-1.4774400775764758,0.6514193850852122,2.3474977211205514,1.276121302668076,-1.0,False,False,False,True,False,False,False,True,False,False,False,2.0
-1.473975974229286,1.1436510498012562,1.1089016404576153,-1.0108344368804472,1.0,False,False,False,True,False,True,False,False,False,False,False,2.0
-1.470511870882096,-0.6213510622519869,0.3179908901547771,0.7043823677809452,-1.0,False,False,True,False,False,False,False,False,True,False,False,1.0
-1.467047767534906,-0.853403132760979,-0.845990968781476,0.9902518352245108,1.0,False,False,False,False,True,False,False,True,False,False,False,0.0
-1.4635836641877162,0.2084108868407729,-1.8159758512283537,-0.4390955019933163,1.0,False,False,False,False,True,False,False,False,True,False,False,0.0
-1.4601195608405264,1.0944278833296517,1.5565869708177131,0.4185129003373798,-1.0,True,False,False,False,False,False,False,False,True,False,False,2.0
-1.4566554574933366,0.2506021723878621,0.3329137345001133,-0.4390955019933163,-1.0,True,False,False,False,False,True,False,False,False,False,False,1.0
-1.4531913541461468,-1.1839015362131795,0.1687624467014112,0.1326434328938144,-1.0,False,True,False,False,False,True,False,False,False,False,False,1.0
-1.449727250798957,-0.7408930379687403,-0.5326112375294079,-0.7249649694368817,1.0,False,False,False,False,True,True,False,False,False,False,False,0.0
-1.4462631474517669,0.7709613608019656,-0.1446172845506568,1.276121302668076,1.0,False,False,False,True,False,False,False,False,False,False,True,2.0
-1.442799044104577,0.0326138637279002,-0.3983056384213789,1.5619907701116411,1.0,False,True,False,False,False,False,True,False,False,False,False,0.0
-1.4393349407573872,-1.1839015362131795,0.7656762205148742,0.7043823677809452,1.0,False,False,True,False,False,False,False,False,True,False,False,0.0
-1.4358708374101974,1.1155235261031964,1.168593017838962,0.1326434328938144,1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.4324067340630076,0.763929479877451,0.8253675978962205,-0.4390955019933163,-1.0,False,False,False,True,False,False,False,True,False,False,False,2.0
-1.4289426307158175,-0.410394634516539,-0.5923026149107542,0.7043823677809452,-1.0,False,False,False,False,True,False,False,False,False,False,True,1.0
-1.425478527368628,-1.6198781535331042,-0.3087685723493593,-1.2967039043240125,1.0,False,False,False,False,True,False,False,True,False,False,False,0.0
-1.422014424021438,-0.1853744449320623,0.1687624467014112,0.4185129003373798,-1.0,True,False,False,False,False,False,True,False,False,False,False,1.0
-1.418550320674248,-0.044736826441764,-0.0849259071693104,0.7043823677809452,-1.0,False,False,True,False,False,False,True,False,False,False,False,1.0
-1.4150862173270582,-0.6565104668745613,-1.5622874973576315,1.276121302668076,1.0,False,False,False,False,True,False,False,True,False,False,False,0.0
-1.4116221139798684,-0.8112118472138892,0.5567563996801619,0.9902518352245108,1.0,False,False,True,False,False,False,False,False,False,False,True,0.0
-1.4081580106326783,2.40938961621394,1.093978796112279,-1.5825733717675778,1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.4046939072854887,-1.9714721997588496,0.0046111589027087,-0.4390955019933163,-1.0,False,True,False,False,False,True,False,False,False,False,False,1.0
-1.4012298039382989,-0.8815306564590386,-1.0399879452708516,0.1326434328938144,-1.0,False,True,False,False,False,False,False,False,False,False,True,1.0
-1.3977657005911088,-0.5369684911578079,0.601524932716172,0.4185129003373798,1.0,False,False,True,False,False,False,False,False,False,False,True,0.0
-1.394301597243919,0.4826542428968542,0.4224508005721329,-1.2967039043240125,1.0,True,False,False,False,False,False,False,False,False,False,True,0.0
-1.3908374938967292,0.7287700752548759,1.7356611029617517,0.1326434328938144,-1.0,False,False,False,True,False,False,False,False,False,True,False,2.0
-1.3873733905495391,-0.6072873004029568,-1.0549107896161882,0.9902518352245108,-1.0,False,False,False,False,True,True,False,False,False,False,False,1.0
-1.3839092872023495,-0.972945108477732,-1.30859914348691,-1.5825733717675778,1.0,False,True,False,False,False,False,True,False,False,False,False,0.0
-1.3804451838551597,-0.4525859200636288,-1.1742935443788804,1.5619907701116411,1.0,False,False,True,False,False,False,False,False,True,False,False,0.0
-1.37698108050797,-0.8604350136854937,-0.6967625253281103,-0.7249649694368817,1.0,False,False,True,False,False,False,False,False,True,False,False,0.0
-1.3735169771607798,0.0466776255769297,-1.0101422565801783,0.7043823677809452,-1.0,False,False,False,False,True,False,False,True,False,False,False,1.0
-1.37005287381359,-1.5214318205898951,-0.5773797705654177,-1.0108344368804472,-1.0,False,False,False,False,True,False,False,False,False,True,False,1.0
-1.3665887704664,-0.6635423477990761,-0.17446297324133,0.1326434328938144,1.0,False,True,False,False,False,True,False,False,False,False,False,0.0
-1.3631246671192103,-0.2205338495546367,0.2582995127734308,1.276121302668076,1.0,True,False,False,False,False,False,False,False,False,False,True,0.0
-1.3596605637720205,2.142178141082373,1.1536701734936254,-0.4390955019933163,1.0,True,False,False,False,False,False,False,False,False,True,False,2.0
-1.3561964604248309,0.102932672973049,-0.9653737235441686,-0.7249649694368817,1.0,False,True,False,False,False,False,False,True,False,False,False,0.0
-1.3527323570776408,0.2365384105388326,0.8701361309322306,0.1326434328938144,1.0,False,False,True,False,False,False,False,True,False,False,False,2.0
-1.3492682537304508,0.1240283157465939,0.0344568475933819,-1.5825733717675778,1.0,False,False,True,False,False,True,False,False,False,False,False,0.0
-1.345804150383261,1.530404500649576,0.9745960413495864,0.4185129003373798,-1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.3423400470360711,0.3701441481046156,0.273222357118767,-0.7249649694368817,-1.0,False,False,True,False,False,False,False,False,False,True,False,1.0
-1.3388759436888813,-0.6072873004029568,0.2433766684280938,0.7043823677809452,-1.0,False,False,False,True,False,False,False,True,False,False,False,1.0
-1.3354118403416917,0.0255819828033848,-0.8609138131268125,-0.1532260345497509,-1.0,False,True,False,False,False,False,False,False,False,True,False,1.0
-1.3319477369945016,0.2365384105388326,-0.5176883931840712,-1.0108344368804472,-1.0,False,False,True,False,False,False,True,False,False,False,False,1.0
-1.3284836336473116,-0.7971480853648596,0.2135309797374206,-0.7249649694368817,-1.0,False,False,True,False,False,False,False,False,False,True,False,1.0
-1.3250195303001218,-0.4666496819126584,-0.637071147946764,0.9902518352245108,1.0,False,False,True,False,False,False,False,False,False,True,False,0.0
-1.321555426952932,-0.8744987755345233,0.4075279562267966,-1.5825733717675778,1.0,False,False,True,False,False,False,False,False,False,False,True,0.0
-1.318091323605742,0.8623758128206594,-0.2490771949680129,0.4185129003373798,1.0,False,False,False,True,False,True,False,False,False,False,False,0.0
-1.3146272202585525,-0.0166093027437043,-1.0698336339615249,0.7043823677809452,-1.0,False,True,False,False,False,True,False,False,False,False,False,1.0
-1.3111631169113624,0.8061207654245401,1.6013555038537226,1.276121302668076,1.0,False,False,False,True,False,False,True,False,False,False,False,2.0
-1.3076990135641726,-0.3752352298939646,0.1239939136654014,-0.1532260345497509,1.0,False,False,False,True,False,False,True,False,False,False,False,0.0
-1.3042349102169826,-0.6143191813274714,0.1836852910467474,1.276121302668076,1.0,False,True,False,False,False,True,False,False,False,False,False,0.0
-1.3007708068697927,2.2617201167991263,1.093978796112279,-1.0108344368804472,1.0,True,False,False,False,False,True,False,False,False,False,False,2.0
-1.297306703522603,-0.2064700877056072,-1.413059053904266,-0.7249649694368817,-1.0,False,True,False,False,False,True,False,False,False,False,False,1.0
-1.293842600175413,-0.2416294923281816,-0.4430741714573883,-1.0108344368804472,1.0,False,True,False,False,False,False,False,False,False,False,True,0.0
-1.2903784968282233,-1.1698377743641497,-0.8161452800908028,-0.4390955019933163,-1.0,False,False,True,False,False,False,False,True,False,False,False,1.0
-1.2869143934810334,-1.296411631005418,-1.2190620774148904,0.1326434328938144,-1.0,False,False,False,False,True,True,False,False,False,False,False,1.0
-1.2834502901338436,0.8342482891225997,0.7656762205148742,0.1326434328938144,1.0,False,False,False,True,False,False,False,False,True,False,False,2.0
-1.2799861867866535,-0.515872848384263,-1.2936762991415731,-0.7249649694368817,-1.0,False,False,False,False,True,False,True,False,False,False,False,1.0
-1.2765220834394635,1.0522365977825616,0.2881452014641039,-1.2967039043240125,1.0,True,False,False,False,False,False,True,False,False,False,False,2.0
-1.273057980092274,-0.818243728138404,0.5716792440254989,0.1326434328938144,1.0,False,False,True,False,False,False,False,False,False,True,False,0.0
-1.269593876745084,0.574068694915548,1.3028986169469907,-0.4390955019933163,-1.0,False,False,False,True,False,False,False,False,False,True,False,2.0
-1.2661297733978942,-0.347107706195905,-1.8607443842643636,1.5619907701116411,1.0,False,False,False,False,True,False,False,False,False,True,False,0.0
-1.2626656700507044,0.0255819828033848,-0.7266082140187835,0.4185129003373798,1.0,False,True,False,False,False,False,True,False,False,False,False,0.0
-1.2592015667035146,0.2013790059162576,0.0195340032480453,-1.2967039043240125,-1.0,False,False,True,False,False,False,False,True,False,False,False,1.0
-1.2557374633563243,1.1014597642541664,0.6761391544428547,0.4185129003373798,-1.0,True,False,False,False,False,True,False,False,False,False,False,2.0
-1.2522733600091347,-1.3245391547034775,-1.3533676765229197,0.1326434328938144,-1.0,False,True,False,False,False,True,False,False,False,False,False,1.0
-1.2488092566619449,1.3897668821592777,1.2879757726016543,0.7043823677809452,1.0,True,False,False,False,False,False,True,False,False,False,False,2.0
-1.245345153314755,-1.6339419153821335,-1.30859914348691,-0.4390955019933163,1.0,False,True,False,False,False,False,False,False,True,False,False,0.0
-1.2418810499675652,0.5318774093684588,-0.8310681244361393,-0.4390955019933163,-1.0,False,False,False,False,True,False,False,False,False,False,True,1.0
-1.2384169466203754,-0.1009918738378833,-1.0549107896161882,0.7043823677809452,1.0,False,False,False,False,True,False,False,False,False,False,True,0.0
-1.2349528432731856,-1.7183244864763123,-1.30859914348691,-0.4390955019933163,1.0,False,True,False,False,False,False,False,False,False,True,False,0.0
-1.2314887399259955,-0.5229047293087777,-1.2489077661055634,-1.5825733717675778,1.0,False,False,True,False,False,False,False,False,True,False,False,0.0
-1.2280246365788057,-0.5369684911578079,0.138916758010738,1.276121302668076,-1.0,False,True,False,False,False,False,False,False,False,True,False,1.0
-1.2245605332316158,-0.4736815628371738,-0.0252345297879644,-1.2967039043240125,-1.0,False,False,True,False,False,False,True,False,False,False,False,1.0
-1.221096429884426,1.4882132151024865,1.2730529282563174,-1.2967039043240125,-1.0,False,False,False,True,False,False,True,False,False,False,False,2.0
-1.2176323265372362,0.6936106706323014,-1.6667474077749878,-1.2967039043240125,-1.0,False,False,False,False,True,True,False,False,False,False,False,1.0
-1.2141682231900464,-1.0854552032699707,-1.0698336339615249,0.1326434328938144,-1.0,False,False,True,False,False,False,True,False,False,False,False,1.0
-1.2107041198428563,1.1858423353483454,2.198269277667185,-1.0108344368804472,-1.0,False,False,False,True,False,False,False,False,False,True,False,2.0
-1.2072400164956665,1.3475755966121885,0.273222357118767,-1.5825733717675778,-1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.2037759131484769,-0.4455540391391141,-0.3087685723493593,0.4185129003373798,1.0,False,True,False,False,False,False,False,True,False,False,False,0.0
-1.2003118098012868,0.9889496694619276,0.3627594231907866,0.7043823677809452,-1.0,False,False,False,True,False,True,False,False,False,False,False,2.0
-1.196847706454097,-0.4033627535920243,-1.1295250113428712,0.4185129003373798,-1.0,False,False,False,False,True,False,False,False,False,True,False,1.0
-1.1933836031069072,-0.7619886807422845,-1.2787534547962367,0.1326434328938144,-1.0,False,False,False,False,True,False,False,False,False,False,True,1.0
-1.1899194997597171,0.8975352174432338,0.6462934657521814,0.1326434328938144,-1.0,False,False,False,True,False,True,False,False,False,False,False,2.0
-1.1864553964125275,-0.4877453246862033,-0.6519939922921005,-1.5825733717675778,1.0,False,True,False,False,False,False,False,True,False,False,False,0.0
-1.1829912930653377,-1.5987825107595592,-1.30859914348691,0.7043823677809452,-1.0,False,False,False,False,True,False,True,False,False,False,False,1.0
-1.1795271897181476,0.3771760290291303,0.6462934657521814,1.5619907701116411,1.0,False,False,False,True,False,False,False,False,False,False,True,2.0
-1.1760630863709578,0.0607413874259598,0.2582995127734308,0.1326434328938144,-1.0,True,False,False,False,False,True,False,False,False,False,False,1.0
-1.172598983023768,1.5233726197250612,0.8701361309322306,0.7043823677809452,-1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.169134879676578,-0.8463712518364636,-0.1147715958599836,-0.7249649694368817,-1.0,False,True,False,False,False,False,False,False,False,True,False,1.0
-1.1656707763293883,-0.6072873004029568,-0.7862995914001298,1.276121302668076,-1.0,False,False,False,False,True,False,False,False,False,True,False,1.0
-1.1622066729821985,-1.057327679571911,-1.2190620774148904,1.5619907701116411,-1.0,False,True,False,False,False,False,True,False,False,False,False,1.0
-1.1587425696350084,1.3475755966121885,0.9596731970042496,1.276121302668076,-1.0,True,False,False,False,False,False,False,False,True,False,False,2.0
-1.1552784662878186,1.9734129988940148,1.1835158621842987,1.5619907701116411,-1.0,True,False,False,False,False,False,False,False,True,False,False,2.0
-1.1518143629406288,1.6218189526682698,1.690892569925742,-1.5825733717675778,1.0,False,False,False,True,False,True,False,False,False,False,False,2.0
-1.148350259593439,-0.6705742287235908,1.2730529282563174,-1.2967039043240125,-1.0,False,False,False,True,False,False,False,False,False,True,False,1.0
-1.1448861562462491,2.233592593101067,1.049210263076269,-0.7249649694368817,-1.0,True,False,False,False,False,False,True,False,False,False,False,2.0
-1.1414220528990593,-1.0432639177228813,0.3926051118814597,-1.0108344368804472,-1.0,False,False,True,False,False,True,False,False,False,False,False,1.0
-1.1379579495518692,-0.8041799662893744,-2.009972827717729,-1.0108344368804472,-1.0,False,False,False,False,True,False,False,False,False,False,True,1.0
-1.1344938462046794,-0.4455540391391141,2.0191951455231463,-0.1532260345497509,1.0,False,False,False,True,False,True,False,False,False,False,False,2.0
-1.1310297428574896,1.319448072914129,1.3476671499830009,-0.7249649694368817,-1.0,True,False,False,False,False,False,False,False,False,True,False,2.0
-1.1275656395102998,0.1521558394446536,-1.6369017190843145,-0.1532260345497509,1.0,False,False,False,False,True,False,True,False,False,False,False,0.0
-1.12410153616311,0.3631122671801008,0.9895188856949226,0.7043823677809452,1.0,False,False,False,True,False,False,True,False,False,False,False,2.0
-1.12063743281592,-0.4525859200636288,0.1986081353920843,-0.7249649694368817,1.0,False,True,False,False,False,True,False,False,False,False,False,0.0
-1.1171733294687305,1.066300359631592,1.571509815163049,-0.7249649694368817,1.0,True,False,False,False,False,False,False,False,True,False,False,2.0
-1.1137092261215402,0.0959007920485343,-0.0700030628239739,0.7043823677809452,-1.0,False,True,False,False,False,False,False,True,False,False,False,1.0
-1.1102451227743504,1.5374363815740908,1.4670499047456935,0.4185129003373798,1.0,True,False,False,False,False,False,False,True,False,False,False,2.0
-1.1067810194271606,-0.7971480853648596,-1.3235219878322464,0.4185129003373798,1.0,False,False,True,False,False,False,True,False,False,False,False,0.0
-1.1033169160799707,-0.6424467050255311,0.064302536284055,-1.5825733717675778,1.0,False,False,False,True,False,False,False,True,False,False,False,0.0
-1.099852812732781,-1.15577401251512,-2.039818516408402,-1.5825733717675778,-1.0,False,False,False,False,True,False,True,False,False,False,False,1.0
-1.096388709385591,-0.4244583963655692,-1.1146021669975346,-1.2967039043240125,1.0,False,False,False,False,True,False,False,False,False,False,True,0.0
-1.0929246060384012,0.8483120509716293,-0.4281513271120517,0.9902518352245108,-1.0,False,False,False,True,False,False,False,False,True,False,False,1.0
-1.0894605026912112,0.0326138637279002,1.5864326595083862,-1.2967039043240125,1.0,False,False,False,True,False,False,False,False,False,False,True,2.0
-1.0859963993440214,-1.3737623211750822,-1.1295250113428712,0.4185129003373798,-1.0,False,False,False,False,True,False,False,False,False,True,False,1.0
-1.0825322959968315,-0.2697570160262413,-1.025065100925515,-1.0108344368804472,1.0,False,True,False,False,False,False,False,True,False,False,False,0.0
-1.0790681926496417,-0.7619886807422845,-0.6669168366374372,0.4185129003373798,-1.0,False,False,True,False,False,False,False,False,False,True,False,1.0
-1.075604089302452,0.0396457446524149,-1.189216388724217,1.5619907701116411,1.0,False,True,False,False,False,False,False,False,False,True,False,0.0
-1.072139985955262,-0.7971480853648596,-0.487842704493398,0.1326434328938144,-1.0,False,False,True,False,False,False,False,False,False,False,True,1.0
-1.0686758826080722,0.0326138637279002,0.064302536284055,-0.7249649694368817,1.0,False,True,False,False,False,False,True,False,False,False,False,0.0
-1.0652117792608822,0.3349847434820411,1.3476671499830009,0.1326434328938144,1.0,True,False,False,False,False,False,False,False,False,True,False,2.0
-1.0617476759136923,-1.7042607246272827,-1.0399879452708516,0.7043823677809452,-1.0,False,True,False,False,False,False,False,False,False,True,False,1.0
-1.0582835725665023,-0.3189801824978453,-1.5025961199762852,-1.2967039043240125,-1.0,False,True,False,False,False,False,True,False,False,False,False,1.0
-1.054819469219313,0.40530355272719,-1.9204357616457095,-1.2967039043240125,-1.0,False,False,False,False,True,False,False,False,False,False,True,1.0
-1.0513553658721229,-1.5636231061369847,-2.024895672063065,-0.4390955019933163,1.0,False,False,False,False,True,False,True,False,False,False,False,0.0
-1.047891262524933,1.3897668821592777,1.4819727490910295,0.1326434328938144,1.0,True,False,False,False,False,False,True,False,False,False,False,2.0
-1.0444271591777432,0.6936106706323014,-1.5324418086669584,0.7043823677809452,-1.0,False,False,False,False,True,False,False,True,False,False,False,1.0
-1.0409630558305532,0.40530355272719,0.1538396023560743,-1.0108344368804472,-1.0,False,False,True,False,False,False,False,False,False,True,False,1.0
-1.037498952483363,1.19287421627286,0.4373736449174698,0.1326434328938144,-1.0,True,False,False,False,False,False,False,False,False,True,False,2.0
-1.0340348491361735,0.3279528625575264,0.2881452014641039,1.5619907701116411,-1.0,False,False,True,False,False,False,False,False,True,False,False,1.0
